train_id,drive_mode,pos_m,speed_kmh,distance_to_eoa_m,distance_to_train_ahead_m,headway_s,atp_action,ato_profile_phase,traction_work_kwh,brake_work_kwh,coast_distance_m,distance_m,runtime_accel_ms2,runtime_traction_force_n,runtime_brake_force_n,sbi_count,ebi_count
SRC_1,ATO,1074.453600439454,41.37640162506968,424.69239177060103,,,,LK,36.59524374316855,9.988692787826283,30.43719016312309,1179.4536004394533,0.6704559060286047,41351.90729658417,0.0,2,2
SRC_2,ATO,568.038161371291,0.0,349.96183862870896,,,EBI,HC,25.459597153926566,13.498029417719223,11.079250787232922,673.0381613712908,-1.3643396226415094,0.0,364500.0,2,2
SRC_3,ATO,337.56400092737346,0.0,5.0,170.47416044391758,1704.7416044391757,EBI,HC,19.27232946431524,11.473731846472672,12.471921476148552,442.5640009273735,-1.3643396226415094,0.0,364500.0,2,2
SRC_4,ATO,215.44643853435895,0.07594443550630267,12.353561465641064,62.11756239301451,621.1756239301451,,HC,11.66987039166992,6.109638360901188,79.67341962017265,320.4464385343589,-0.0030381230722367363,59984.31821554127,0.0,2,2
SRC_5,ATO,-30.59080217454589,9.874558743531866,28.865105497637156,186.3115440319961,67.9192411012575,,QT,1.5891544164309412,0.0,69.96001146945926,74.40919782545413,-0.00200493196527914,60644.635200000004,0.0,2,2
SRC_6,ATO,-105.0,0.0,5.0,260.44643853435895,2604.464385343589,,HC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
SRC_7,ATO,-105.0,0.0,5.0,260.44643853435895,2604.464385343589,,HC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
