train_id,drive_mode,pos_m,speed_kmh,distance_to_eoa_m,distance_to_train_ahead_m,headway_s,atp_action,ato_profile_phase,traction_work_kwh,brake_work_kwh,coast_distance_m,distance_m,runtime_accel_ms2,runtime_traction_force_n,runtime_brake_force_n,sbi_count,ebi_count,collision_count,collision_latched,collision_partner_id,collision_overlap_m
SRC_1,ATO,2006.6854805937749,0.0,137.3645194062251,,,EBI,,33.97906324902664,5.737491815394835,0.0,2111.6854805937746,0.0,0.0,343867.92452830187,27,4,0,False,,0.0
SRC_2,ATO,2008.5041730661558,0.0,135.54582693384418,,,EBI,,34.00416929992856,5.703275420664559,0.0,2113.504173066155,0.0,0.0,343867.92452830187,27,4,0,False,,0.0
SRC_3,ATO,1692.4961905572818,0.0,141.3892900364931,,2541.8929003649305,EBI,,31.605505009392793,13.65149637127541,0.0,1797.4961905572818,0.0,0.0,343867.92452830187,27,4,0,False,,0.0
SRC_4,ATO,1426.5520276911814,0.0,93.34416286610053,,2059.4416286610044,EBI,,31.662848934442394,17.479409127241684,0.0,1531.5520276911805,0.0,0.0,343867.92452830187,27,4,0,False,,0.0
